"","nombre","final_family","nusado","n_in_uc","uc"
"554","Chomelia pohliana","Rubiaceae",233,31,"PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,PARQUE NACIONAL DE UBAJARA,ESTAçãO ECOLóGICA DO RIO RONURO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,FLORESTA NACIONAL DE IPANEMA,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,ESTAÇÃO ECOLÓGICA DOS CAETETUS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
"555","Coussarea graciliflora","Rubiaceae",56,9,"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DE UNA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"556","Coussarea ilheotica","Rubiaceae",63,19,"RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO"
"557","Coussarea meridionalis","Rubiaceae",78,36,"PARQUE NACIONAL DA TIJUCA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS"
"558","Duroia velutina","Rubiaceae",31,7,"PARQUE NACIONAL SERRA DA MOCIDADE,PARQUE ESTADUAL DO RIO DOCE,PARQUE ESTADUAL SERRA DO ARACÁ,RESERVA BIOLÓGICA DO ABUFARI,PARQUE ESTADUAL RIO NEGRO SETOR NORTE,FLORESTA NACIONAL DE ANAUÁ"
"559","Faramea bracteata","Rubiaceae",39,8,"PARQUE NACIONAL VIRUÁ,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO,PARQUE NACIONAL DO ARAGUAIA,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,ESTAÇÃO ECOLÓGICA DE MARACÁ"
"560","Faramea nigrescens","Rubiaceae",86,26,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL RIO PRETO,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE ESTADUAL GRÃO MOGOL"
"561","Faramea stipulacea","Rubiaceae",50,8,"ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU"
"562","Guettarda angelica","Rubiaceae",312,23,"PARQUE NACIONAL DA SERRA DE ITABAIANA,RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,RESERVA BIOLÓGICA GUARIBAS,RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,PARQUE NACIONAL DE UBAJARA,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"563","Guettarda platypoda","Rubiaceae",339,38,"ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE,PARQUE NACIONAL DA SERRA DE ITABAIANA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,RESERVA BIOLÓGICA GUARIBAS,ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA"
"564","Ixora gardneriana","Rubiaceae",71,12,"PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,PARQUE ESTADUAL DO CANTãO,PARQUE NACIONAL DE UBAJARA"
"565","Margaritopsis cymuligera","Rubiaceae",45,11,"ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA"
"566","Palicourea blanchetiana","Rubiaceae",239,48,"PARQUE ESTADUAL PAULO CÉSAR VINHA,RESERVA BIOLOGICA DE PEDRA TALHADA,FLORESTA NACIONAL DE RIO PRETO,PARQUE NACIONAL DO MONTE PASCOAL,PARQUE ESTADUAL DO MORRO DO DIABO,RESERVA BIOLÓGICA DE SOORETAMA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,PARQUE NACIONAL DO DESCOBRIMENTO,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ESTAÇÃO ECOLÓGICA DE MURICI,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"567","Posoqueria acutifolia","Rubiaceae",61,16,"PARQUE ESTADUAL DO JARAGUÁ,PARQUE ESTADUAL DA CANTAREIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL SERRA DO BRIGADEIRO,PARQUE NACIONAL DO MONTE PASCOAL"
"568","Psychotria anceps","Rubiaceae",48,5,"PARQUE ESTADUAL DO RIO DOCE,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL"
"569","Psychotria jambosioides","Rubiaceae",175,61,"ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,RESERVA BIOLÓGICA DE UNA"
"570","Psychotria laciniata","Rubiaceae",58,10,"ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,PARQUE ESTADUAL  DA ILHA DO CARDOSO"
"571","Psychotria mapourioides","Rubiaceae",766,190,"PARQUE ESTADUAL PAULO CÉSAR VINHA,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL DO DESCOBRIMENTO,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,ESTAÇÃO ECOLÓGICA DE MURICI,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,PARQUE NACIONAL PAU BRASIL,PARQUE NACIONAL DA SERRA DE ITABAIANA,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,PARQUE ESTADUAL DO JALAPãO,RESERVA BIOLÓGICA GUARIBAS,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DA CAMPINA DO ENCANTADO,RESERVA EXTRATIVISTA CHICO MENDES,PARQUE NACIONAL DO MONTE PASCOAL,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE NACIONAL DE UBAJARA,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,RESERVA EXTRATIVISTA ALTO JURUÁ,RESERVA EXTRATIVISTA DE CANAVIEIRAS,RESERVA EXTRATIVISTA MAPUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,RESERVA BIOLÓGICA DO RIO TROMBETAS,PARQUE ESTADUAL  DA ILHA DO CARDOSO,FLORESTA NACIONAL DO AMAZONAS,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,RESERVA EXTRATIVISTA RIO CAJARI,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO"
"572","Psychotria nemorosa","Rubiaceae",378,118,"PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL CARLOS BOTELHO,ESTAÇÃO ECOLÓGICA BANANAL,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS"
"573","Psychotria nuda","Rubiaceae",410,114,"ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE NACIONAL DA TIJUCA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ESTAÇÃO ECOLÓGICA DA ILHA DO MEL,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU,PARQUE ESTADUAL  DA ILHA DO CARDOSO,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DO SUPERAGUI,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"574","Remijia ferruginea","Rubiaceae",107,23,"PARQUE ESTADUAL RIO PRETO,PARQUE NACIONAL DAS SEMPRE VIVAS,RESERVA BIOLÓGICA DA MATA ESCURA,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL BIRIBIRI,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL GRÃO MOGOL"
"575","Remijia firmula","Rubiaceae",56,7,"PARQUE NACIONAL DO PICO DA NEBLINA,PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,PARQUE ESTADUAL SERRA DO ARACÁ"
"576","Rudgea jasminoides","Rubiaceae",743,158,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL DOS CAMPOS GERAIS,PARQUE NACIONAL DE APARADOS DA SERRA,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,ESTAÇÃO ECOLÓGICA ITABERÁ,PARQUE NACIONAL DA SERRA DA CANASTRA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE ESTADUAL  DA ILHA DO CARDOSO,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE NACIONAL DA TIJUCA"
"577","Rudgea longiflora","Rubiaceae",91,13,"RESERVA BIOLÓGICA DO JARU,FLORESTA NACIONAL DE CARAJÁS,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE ESTADUAL SERRA AZUL"
"578","Rustia formosa","Rubiaceae",123,31,"ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ESTAÇÃO ECOLÓGICA BANANAL,PARQUE NACIONAL DA SERRA DOS ORGÃOS,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS"
"579","Schizocalyx cuspidatus","Rubiaceae",90,27,"FLORESTA NACIONAL DE CARAJÁS,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,PARQUE NACIONAL DA SERRA DO DIVISOR,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DO RIO DOCE,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA"
"580","Simira glaziovii","Rubiaceae",42,5,"PARQUE NACIONAL DA SERRA DOS ORGÃOS,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO"
"581","Simira sampaioana","Rubiaceae",45,2,"PARQUE ESTADUAL DA SERRA DO MAR"
"582","Tocoyena brasiliensis","Rubiaceae",125,24,"PARQUE NACIONAL DA CHAPADA DAS MESAS,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,RESERVA EXTRATIVISTA MARINHA DE SOURE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,PARQUE NACIONAL DAS EMAS,ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ESTAÇÃO ECOLÓGICA DE CUNIÃ,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"583","Angostura bracteata","Rutaceae",82,6,"RESERVA BIOLÓGICA DE SOORETAMA,FLORESTA NACIONAL DE RIO PRETO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ"
"584","Balfourodendron molle","Rutaceae",115,6,"PARQUE NACIONAL DO CATIMBAU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA"
"585","Esenbeckia pumila","Rutaceae",212,57,"PARQUE ESTADUAL DO JALAPãO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,PARQUE NACIONAL SERRA DAS CONFUSÕES,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"586","Galipea jasminiflora","Rutaceae",166,26,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,PARQUE ESTADUAL DE PORTO FERREIRA,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DO RIO DOCE,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,RESERVA BIOLÓGICA DE UNA,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO"
"587","Metrodorea nigra","Rutaceae",196,15,"ESTAÇÃO ECOLÓGICA IBICATU,PARQUE ESTADUAL DE PORTO FERREIRA,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,RESERVA BIOLÓGICA DAS PEROBAS,ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE NACIONAL DA SERRA DA CANASTRA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE ESTADUAL DO MORRO DO DIABO"
"588","Metrodorea stipularis","Rutaceae",54,10,"ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MATA DE SANTA GENEBRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,PARQUE ESTADUAL DO JARAGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
"589","Neoraputia alba","Rutaceae",72,9,"RESERVA BIOLÓGICA DE SOORETAMA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY"
"590","Pilocarpus pauciflorus","Rutaceae",68,10,"ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ESTAÇÃO ECOLÓGICA DOS CAETETUS,RESERVA BIOLÓGICA DE UNA,PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA"
"591","Pilocarpus riedelianus","Rutaceae",102,30,"ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ESTAÇÃO ECOLÓGICA DE MURICI,PARQUE NACIONAL DO MONTE PASCOAL,PARQUE ESTADUAL DO RIO DOCE,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE"
